,1.0828,1.0794,1.0845,1.084
,1.1113,1.0965,1.1096,1.0932
,1.028,1.0368,1.0294,1.0382
,1.1571,1.1527,1.1617,1.1413
,1.0995,1.1067,1.0888,1.0953
,1.0019,1.007,1.0101,1.0126
,0.77034,1.011,0.68579,0.97927
,1.1988,1.1796,1.1867,1.1683
,1.1192,1.1157,1.1151,1.1129
,0.89635,0.89142,0.89929,0.88938
,0.9662,0.96185,0.97636,0.97104
,0.93171,0.93891,0.93619,0.94666
,0.87522,0.85812,0.79302,0.7722
,0.78529,0.77664,0.78023,0.7665
,0.68098,0.68426,0.67909,0.68313
,0.66806,0.84324,0.13217,0.53105
,0.44095,0.47761,0.49265,0.83629
,1.4335,1.3226,1.6508,1.4549
,0.92417,0.84319,0.85631,0.73235
,0.89203,0.48478,0.90453,0.80962
,1.0078,1.0058,1.0122,1.0046
,2.1929,2.0533,1.7795,1.6644
,1.0927,1.7372,0.65299,0.96217
,0.73624,0.69682,0.71226,0.68795
,1.5981,1.5642,1.5657,1.546
,1.8733,1.745,1.8049,1.6864
,1,1,1,1
,0.90356,0.94608,0.90865,0.94602
,1.0371,0.92164,1.0351,0.93866
,0.9781,0.97797,1.0455,1.0092
,0.95634,1.0017,0.96079,1.0091
,0.99319,0.9832,0.9974,0.98306
,0.96653,0.89073,0.97261,0.88938
,1.0419,1.0342,1.0325,1.0313
,1.0773,1.0518,1.0758,1.0468
,0.97012,0.97516,0.9734,0.97957
,1.0501,1.0299,1.0434,1.0247
,1.0234,1.0153,1.0195,1.0132
,0.97629,0.98281,0.9824,0.98811
,1.124,1.2348,1.1631,1.3131
,1.2045,1.1516,1.279,1.2142
,1.3348,1.2988,1.252,1.3257
,1.4192,1.4645,1.4731,1.5565
,1.4167,1.474,1.5637,1.5707
,1.3159,1.3586,1.6045,1.3726
,1.3758,1.1485,1.2948,1.1616
,1.2295,1.1711,1.6366,1.3182
,1.2092,1.1321,1.3548,1.4381
,1.0511,0.97433,0.89161,1.0777
,1.1784,1.1241,1.3663,1.3134
,1.2303,1.1286,1.0355,1.1886
,1.1586,1.1494,1.1545,1.1406
,1.1443,1.1494,1.1481,1.1495
,0.99894,0.94413,0.96643,0.93909
,1.1637,1.1085,1.1176,1.0821
,1.0597,1.0633,1.0567,1.0631
,1.0884,1.0755,1.0837,1.0734
,0.87489,0.86056,1.0174,0.986
,0.95277,0.9756,0.95142,0.97168
,1.3111,1.2532,1.8348,1.7575
,1.4041,1.2824,1.2426,1.173
,1.1547,1.1592,1.1357,1.064
,1.208,0.99733,1.2246,0.99742
,1.2284,1.1918,1.1932,1.2603
,1.2738,1.2819,1.1252,1.1773
,0.90191,0.72438,0.94756,0.74851
,1.2091,1.1738,1.2273,1.1856
,1.1721,1.1376,1.3078,1.1552
,1.4836,1.1684,1.457,1.1998
,1.4207,1.3542,1.3387,1.2834
,1.267,1.2536,1.2346,1.2219
,2.2458,1.385,2.3364,1.4687
,0.83847,0.94459,0.79425,0.95466
,0.91575,0.98069,0.91748,0.8878
,1.2218,1.1678,1.2386,1.2332
,0.31238,0.25537,0.34616,0.26553
,0.24187,0.21641,0.2147,0.19075
,0.19057,0.42595,0.21127,0.36439
,0.16938,0.31779,0.18753,0.26089
,0.30369,0.24731,0.2441,0.197
,0.62132,0.37008,0.40425,0.29036
,1.004,0.68987,0.99416,0.74808
,0.82717,0.51853,0.77558,0.54975
,0.59564,0.42955,0.58588,0.42356
,0.44777,0.4556,0.44156,0.44155
,0.39202,0.44794,0.38809,0.3998
,0.37803,0.42582,0.37443,0.50949
,0.56698,0.58043,0.71837,0.36307
,1.3847,1.3243,1.2843,1.3244
,1.3705,1.1093,1.1819,0.98206
,1.0842,1.0831,1.0923,1.1009
,1.3884,1.3637,1.3861,1.3414
,1.0434,1.1493,1.0341,1.1735
,1.1609,1.4309,1.1515,1.3912
,0.99947,1.0142,0.99098,1.0141
,0.99941,1.0139,0.9909,1.012
,1.0253,1.0126,1.0825,1.0147
,1.0012,1.008,1.0013,1.0068
,1.0911,1.1466,1.0895,1.1483
,1.1059,1.173,1.1148,1.1921
,1.0726,1.0934,1.0941,1.106
,1.0937,1.377,1.0008,1.185
,1.077,1.0438,1.0055,1.0076
,1.0094,1.078,1.0125,1.0992
,1.0223,1.099,1.0646,1.091
,1.0906,1.041,1.0947,1.1156
,1.1102,1.1025,1.101,1.0991
,1.0819,1.0669,1.0486,1.0577
,1.0765,1.0757,1.0606,1.06
,1.0755,1.0832,1.0548,1.0819
,1.1851,1.1862,1.1952,1.1768
,1.0843,1.0305,1.0948,1.1348
,1.0088,1.061,1.0061,1.08
,1.092,1.0536,1.0071,1.0021
,1.4561,1.1987,2.1776,1.2464
,1.4123,1.1912,2.0217,1.2265
,1.2799,1.109,1.2865,1.0726
,1.1766,1.1332,1.1529,0.94061
,0.97236,0.9557,1.0867,1.0459
,1.0926,1.0459,1.1371,1.0854
,1.0968,1.1088,1.1236,1.0743
,1.6706,1.3264,2.5613,1.3834
,1.5976,1.3016,2.3639,1.3798
,1.3148,1.1488,1.3154,1.1038
,1.1755,1.1719,1.1863,0.93714
,1.0191,0.9795,1.1341,1.081
,1.0854,1.0399,1.1168,1.1074
,1.1052,1.1846,1.1445,1.1385
,1.0751,1.0672,1.0691,1.0671
,1.0445,1.0182,1.0308,1.0233
,1.0309,1.0509,0.95752,1.0489
,1.0105,1.0288,1.0095,1.0202
,1.0079,1.0098,1.0205,1.0303
,0.95429,0.99392,0.98915,1.0162
,2.5855,2.4049,2.3046,2.1979
,1.8863,1.8508,1.5748,1.5123
,1.3257,1.2335,1.2923,1.2605
,1.8247,1.8401,1.7473,1.756
,1.6728,1.7143,1.6337,1.6675
,1.4011,1.3649,1.3803,1.3709
,3.6971,3.3595,3.3177,3.1228
,2.8949,2.8942,2.8083,2.8223
,2.6259,2.6571,2.5349,2.6026
,1.4996,1.8919,1.1717,1.832
